,0
533,1
534,0
535,1
536,1
537,0
538,0
539,1
540,0
541,1
542,1
543,1
544,1
545,1
546,1
547,0
548,0
549,1
550,0
551,1
552,1
553,1
554,1
555,0
556,1
557,1
558,1
559,1
560,1
561,0
562,1
563,1
564,1
565,1
566,1
567,1
568,0
569,1
570,0
571,1
572,0
573,0
574,0
575,0
576,0
577,0
578,0
579,1
580,1
581,1
582,0
583,0
584,1
585,0
586,0
587,1
588,0
589,1
590,1
591,1
592,1
593,1
594,1
595,0
596,1
597,1
598,1
599,1
600,0
601,1
602,1
603,1
604,1
605,0
606,1
607,1
608,1
609,0
610,0
611,1
612,1
613,1
614,0
615,1
616,0
617,0
618,1
619,0
620,0
621,1
622,0
623,1
624,1
625,1
626,0
627,1
628,1
629,1
630,0
631,0
632,0
633,0
634,1
635,1
636,1
637,0
638,1
639,1
640,1
641,1
642,1
643,1
644,1
645,1
646,1
647,0
648,0
649,0
650,1
651,0
652,1
653,0
654,0
655,0
656,1
657,0
658,1
659,1
660,0
661,1
662,1
663,0
664,1
665,1
666,0
667,1
668,0
669,1
670,0
671,1
672,1
673,0
674,1
675,0
676,1
677,1
678,1
679,1
680,1
681,0
682,1
683,0
684,1
685,0
686,1
687,0
688,1
689,0
690,1
691,1
692,1
693,1
694,1
695,1
696,0
697,1
698,1
699,1
700,1
701,1
702,1
703,1
704,0
705,1
706,1
707,1
708,1
709,1
710,1
711,1
712,1
713,1
714,1
715,1
716,0
717,0
718,1
719,0
720,1
721,1
722,1
723,1
724,0
725,1
726,0
727,1
728,1
729,1
730,0
731,1
732,1
733,1
734,1
735,1
736,1
737,1
738,1
739,1
740,0
741,1
742,1
743,1
744,0
745,0
746,1
747,1
748,1
749,0
750,1
751,1
752,0
753,1
754,1
755,0
756,1
757,1
758,1
759,1
760,1
761,0
762,1
763,1
764,0
765,1
766,1
767,0
768,1
769,0
770,0
771,1
772,1
773,0
774,0
775,0
776,0
777,1
778,1
779,1
780,0
781,1
782,0
783,1
784,0
785,1
786,0
787,1
788,0
789,1
790,1
791,1
792,1
793,0
794,1
795,1
796,1
797,0
798,0
799,1
800,1
801,1
802,0
803,1
804,0
805,1
806,1
807,1
808,1
809,0
810,1
811,1
812,1
813,1
814,1
815,1
816,1
817,1
818,1
819,1
820,0
821,1
822,1
823,1
824,1
825,1
826,1
827,1
828,1
829,1
830,1
831,1
832,0
833,1
834,1
835,1
836,0
837,0
838,1
839,0
840,0
841,1
842,0
843,0
844,1
845,1
846,0
847,1
848,0
849,0
850,0
851,1
852,1
853,1
854,1
855,0
856,1
857,0
858,1
859,1
860,0
861,0
862,1
863,1
864,1
865,0
866,0
867,1
868,1
869,1
870,1
871,1
872,1
873,1
874,1
875,1
876,1
877,1
878,1
879,0
880,1
881,1
882,0
883,1
884,1
885,1
886,0
887,0
888,0
889,1
890,1
891,1
892,1
893,1
894,0
895,1
896,0
897,1
898,0
899,1
900,1
901,1
902,1
903,1
904,1
905,1
906,0
907,1
908,1
909,1
910,1
911,1
912,1
913,1
914,0
915,1
916,0
917,1
918,1
919,1
920,1
921,1
922,1
923,1
924,0
925,1
926,0
927,1
928,1
929,1
930,0
931,0
932,1
933,0
934,1
935,1
936,0
937,1
938,0
939,1
940,0
941,0
942,1
943,1
944,1
945,0
946,1
947,0
948,0
949,0
950,1
951,1
952,0
953,1
954,0
955,1
956,1
957,0
958,1
959,0
960,0
961,1
962,0
963,1
964,1
965,1
966,1
967,1
968,1
969,1
970,1
971,1
972,1
973,0
974,1
975,1
976,0
977,0
978,1
979,1
980,1
981,0
982,1
983,1
984,1
985,1
986,1
987,1
988,1
989,1
990,1
991,0
992,1
993,0
994,1
995,1
996,1
997,1
998,1
999,0
1000,1
1001,0
1002,0
1003,1
1004,1
1005,1
1006,1
1007,1
1008,0
1009,1
1010,0
1011,1
1012,1
1013,0
1014,0
1015,1
1016,1
1017,0
1018,1
1019,1
1020,1
1021,1
1022,1
1023,1
1024,1
1025,0
1026,1
1027,0
1028,1
1029,1
1030,0
1031,0
1032,0
1033,0
1034,0
1035,0
1036,0
1037,1
1038,1
1039,0
1040,0
1041,0
1042,0
1043,0
1044,1
1045,0
1046,1
1047,0
1048,1
1049,0
1050,1
1051,1
1052,1
1053,1
1054,1
1055,1
1056,1
1057,1
1058,1
1059,1
1060,0
1061,1
1062,1
1063,1
1064,1
1065,1
1066,0
1067,0
1068,1
1069,1
1070,0
1071,1
1072,1
1073,0
1074,0
1075,0
1076,1
1077,0
1078,1
1079,1
1080,0
1081,1
1082,1
1083,1
1084,1
1085,0
1086,0
1087,1
1088,0
1089,1
1090,0
1091,0
1092,0
1093,0
1094,0
1095,1
1096,0
1097,1
1098,0
1099,1
1100,1
1101,1
1102,0
1103,1
1104,1
1105,1
1106,1
1107,0
1108,1
1109,1
1110,1
1111,0
1112,1
1113,1
1114,1
1115,0
1116,1
1117,1
1118,1
1119,0
1120,1
1121,1
1122,1
1123,1
1124,1
1125,1
1126,1
1127,1
1128,1
1129,0
1130,1
1131,0
1132,0
1133,1
1134,1
1135,0
1136,1
1137,0
1138,0
1139,1
1140,0
1141,0
1142,0
1143,1
1144,1
1145,1
1146,1
1147,1
1148,0
1149,1
1150,0
1151,1
1152,0
1153,1
1154,1
1155,0
1156,1
1157,1
1158,1
1159,0
1160,1
1161,1
1162,0
1163,0
1164,1
1165,1
1166,0
1167,1
1168,1
1169,1
1170,1
1171,0
1172,1
1173,1
1174,0
1175,1
1176,1
1177,1
1178,1
1179,1
1180,0
1181,0
1182,0
1183,1
1184,1
1185,1
1186,1
1187,1
1188,0
1189,0
1190,1
1191,1
1192,0
1193,1
1194,0
1195,1
1196,0
1197,1
1198,0
1199,1
1200,1
1201,1
1202,1
1203,1
1204,0
1205,1
1206,0
1207,1
1208,0
1209,0
1210,1
1211,1
1212,1
1213,0
1214,0
1215,1
1216,1
1217,1
1218,0
1219,0
1220,0
1221,1
1222,1
1223,1
1224,1
1225,1
1226,0
1227,1
1228,0
1229,1
1230,1
1231,1
1232,1
1233,1
1234,1
1235,1
1236,0
1237,0
1238,1
1239,1
1240,1
1241,1
1242,1
1243,1
1244,1
1245,0
1246,1
1247,1
1248,0
1249,0
1250,1
1251,1
1252,0
1253,1
1254,0
1255,1
1256,1
1257,0
1258,1
1259,0
1260,1
1261,1
1262,1
1263,1
1264,1
1265,1
1266,1
1267,1
1268,1
1269,0
1270,0
1271,0
1272,1
1273,0
1274,1
1275,0
1276,0
1277,1
1278,1
1279,0
1280,1
1281,1
1282,0
1283,0
1284,0
1285,1
1286,1
1287,0
1288,1
1289,0
1290,0
1291,1
1292,0
1293,1
1294,1
1295,1
1296,1
1297,1
1298,0
1299,1
1300,0
1301,1
1302,0
1303,1
1304,1
1305,1
1306,1
1307,1
1308,1
1309,1
1310,1
1311,1
1312,0
1313,0
1314,1
1315,0
1316,0
1317,1
1318,1
1319,1
1320,1
1321,1
1322,1
1323,0
1324,1
1325,0
1326,1
1327,0
1328,1
1329,1
1330,0
1331,0
1332,1
1333,0
1334,1
1335,1
1336,1
1337,1
1338,1
1339,1
1340,1
1341,0
1342,1
1343,1
1344,0
1345,0
1346,1
1347,0
1348,1
1349,1
1350,1
1351,1
1352,1
1353,0
1354,0
1355,1
1356,0
1357,1
1358,1
1359,1
1360,1
1361,0
1362,0
1363,0
1364,1
1365,0
1366,0
1367,1
1368,0
1369,1
1370,0
1371,1
1372,1
1373,1
1374,0
1375,1
1376,1
1377,0
1378,0
1379,1
1380,0
1381,0
1382,0
1383,1
1384,1
1385,1
1386,1
1387,0
1388,1
1389,1
1390,0
1391,0
1392,1
1393,1
1394,1
1395,1
1396,0
1397,0
1398,1
1399,0
1400,1
1401,1
1402,0
1403,0
1404,1
1405,0
1406,1
1407,1
1408,1
1409,1
1410,0
1411,1
1412,1
1413,1
1414,1
1415,0
1416,0
1417,0
1418,1
1419,1
1420,0
1421,1
1422,1
1423,0
1424,1
1425,0
1426,0
1427,1
1428,1
1429,1
1430,0
1431,1
1432,1
1433,0
1434,1
1435,1
1436,1
1437,0
1438,0
1439,1
1440,0
1441,1
1442,1
1443,1
1444,1
1445,1
1446,1
1447,1
1448,0
1449,1
1450,1
1451,0
1452,0
1453,1
1454,1
1455,0
1456,0
1457,0
1458,1
1459,1
1460,0
1461,1
1462,1
1463,0
1464,0
1465,1
1466,1
1467,0
1468,0
1469,0
1470,0
1471,1
1472,1
1473,1
1474,0
1475,1
1476,1
1477,1
1478,1
1479,1
1480,1
1481,1
1482,1
1483,0
1484,0
1485,1
1486,0
1487,1
1488,1
1489,0
1490,0
1491,1
1492,0
1493,0
1494,1
1495,1
1496,1
1497,0
1498,0
1499,1
1500,1
1501,1
1502,1
1503,1
1504,1
1505,1
1506,0
1507,1
1508,0
1509,1
1510,1
1511,1
1512,1
1513,1
1514,1
1515,1
1516,0
1517,1
1518,0
1519,0
1520,1
1521,0
1522,1
1523,1
1524,0
1525,1
1526,0
1527,0
1528,1
1529,1
1530,1
1531,0
1532,1
1533,1
1534,1
1535,1
1536,1
1537,1
1538,1
1539,1
1540,1
1541,1
1542,0
1543,0
1544,1
1545,1
1546,0
1547,1
1548,1
1549,0
1550,1
1551,0
1552,1
1553,1
1554,1
1555,0
1556,1
1557,1
1558,1
1559,1
1560,0
1561,0
1562,1
1563,1
1564,1
1565,0
1566,0
1567,0
1568,1
1569,1
1570,1
1571,1
1572,0
1573,1
1574,1
1575,1
1576,0
1577,1
1578,1
1579,0
1580,0
1581,0
1582,1
1583,0
1584,0
1585,0
1586,1
1587,1
1588,1
1589,0
1590,1
1591,1
1592,1
1593,1
1594,1
1595,0
1596,1
1597,1
1598,1
1599,0
1600,1
1601,1
1602,1
1603,0
1604,0
1605,1
1606,1
1607,0
1608,1
1609,0
1610,1
1611,0
1612,0
1613,1
1614,1
1615,0
1616,1
1617,1
1618,1
1619,1
1620,1
1621,1
1622,1
1623,0
1624,1
1625,0
1626,1
1627,1
1628,1
1629,0
1630,1
1631,0
1632,0
1633,0
1634,1
1635,1
1636,1
1637,1
1638,1
1639,0
1640,1
1641,1
1642,1
1643,1
1644,1
1645,1
1646,0
1647,0
1648,1
1649,1
1650,1
1651,1
1652,1
1653,1
1654,1
1655,0
1656,0
1657,1
1658,1
1659,0
1660,1
1661,1
1662,0
1663,1
1664,0
1665,0
1666,0
1667,1
1668,1
1669,1
1670,0
1671,0
1672,0
1673,1
1674,1
1675,0
1676,1
1677,1
1678,0
1679,1
1680,1
1681,0
1682,1
1683,0
1684,1
1685,0
1686,1
1687,1
1688,1
1689,0
1690,1
1691,1
1692,1
1693,1
1694,0
1695,1
1696,1
1697,1
1698,1
1699,1
1700,1
1701,1
1702,1
1703,1
1704,1
1705,1
1706,1
1707,1
1708,1
1709,1
1710,0
1711,1
1712,1
1713,1
1714,1
1715,1
1716,1
1717,1
1718,0
1719,0
1720,0
1721,1
1722,0
1723,1
1724,1
1725,1
1726,1
1727,1
1728,1
1729,1
1730,1
1731,1
1732,1
1733,1
1734,1
1735,1
1736,1
1737,1
1738,1
1739,1
1740,0
1741,1
1742,0
1743,1
1744,1
1745,0
1746,0
1747,1
1748,1
1749,1
1750,0
1751,1
1752,1
1753,0
1754,1
1755,0
1756,1
1757,1
1758,0
1759,0
1760,1
1761,0
1762,0
1763,1
1764,1
1765,1
1766,0
1767,0
1768,1
1769,1
1770,1
1771,0
1772,0
1773,0
1774,1
1775,0
1776,0
1777,0
1778,0
1779,1
1780,1
1781,0
1782,1
1783,1
1784,1
1785,1
1786,1
1787,1
1788,0
1789,0
1790,1
1791,0
1792,1
1793,1
1794,1
1795,0
1796,1
1797,1
1798,1
1799,0
1800,1
1801,0
1802,0
1803,1
1804,1
1805,1
1806,1
1807,1
1808,0
1809,1
1810,1
1811,1
1812,1
1813,0
1814,0
1815,1
1816,0
1817,1
1818,0
1819,1
1820,1
1821,1
1822,1
1823,1
1824,1
1825,0
1826,1
1827,1
1828,1
1829,0
1830,1
1831,0
1832,1
1833,1
1834,1
1835,1
1836,1
1837,1
1838,0
1839,0
1840,1
1841,0
1842,1
1843,1
1844,1
1845,0
1846,1
1847,1
1848,1
1849,0
1850,0
1851,0
1852,1
1853,1
1854,0
1855,1
1856,0
1857,0
1858,1
1859,0
1860,1
1861,1
1862,1
1863,1
1864,1
1865,1
1866,0
1867,1
1868,1
1869,1
1870,1
1871,1
1872,0
1873,1
1874,1
1875,1
1876,1
1877,1
1878,1
1879,0
1880,0
1881,0
1882,1
1883,1
1884,1
1885,1
1886,1
1887,1
1888,1
1889,1
1890,0
1891,0
1892,1
1893,0
1894,1
1895,1
1896,1
1897,1
1898,1
1899,1
1900,1
1901,1
1902,1
1903,0
1904,1
1905,0
1906,0
1907,0
1908,0
1909,1
1910,1
1911,1
1912,1
1913,1
1914,1
1915,1
1916,1
1917,1
1918,1
1919,1
1920,0
1921,1
1922,0
1923,1
1924,1
1925,1
1926,0
1927,1
1928,1
1929,1
1930,0
1931,0
1932,1
1933,1
1934,1
1935,1
1936,1
1937,1
1938,1
1939,1
1940,1
1941,1
1942,1
1943,1
1944,1
1945,1
1946,1
1947,1
1948,1
1949,1
1950,1
1951,0
1952,1
1953,1
1954,0
1955,1
1956,0
1957,1
1958,0
1959,0
1960,1
1961,1
1962,1
1963,0
1964,0
1965,0
1966,1
1967,1
1968,1
1969,1
1970,1
1971,0
1972,1
1973,1
1974,1
1975,1
1976,1
1977,0
1978,1
1979,1
1980,0
1981,1
1982,1
1983,1
1984,1
1985,1
1986,0
1987,1
1988,1
1989,0
1990,1
1991,0
1992,1
1993,0
1994,1
1995,1
1996,0
1997,0
1998,1
1999,1
2000,1
2001,1
2002,1
2003,1
2004,0
2005,1
2006,1
2007,1
2008,0
2009,1
2010,1
2011,1
2012,0
2013,0
2014,0
2015,1
2016,0
2017,1
2018,1
2019,1
2020,1
2021,1
2022,1
2023,1
2024,1
2025,1
2026,1
2027,1
2028,1
2029,1
2030,1
2031,1
2032,0
2033,0
2034,1
2035,1
2036,1
2037,1
2038,0
2039,0
2040,1
2041,0
2042,1
2043,1
2044,1
2045,1
2046,1
2047,0
2048,0
2049,1
2050,1
2051,1
2052,0
2053,1
2054,1
2055,0
2056,0
2057,1
2058,1
2059,1
2060,1
2061,0
2062,0
2063,1
2064,0
2065,1
2066,1
2067,1
2068,1
2069,0
2070,1
2071,0
2072,1
2073,1
2074,1
2075,1
2076,1
2077,1
2078,0
2079,1
2080,1
2081,1
2082,1
2083,0
2084,1
2085,0
2086,1
2087,1
2088,0
2089,1
2090,0
2091,1
2092,1
2093,1
2094,0
2095,0
2096,1
2097,1
2098,1
2099,1
2100,1
2101,1
2102,1
2103,0
2104,0
2105,1
2106,1
2107,1
2108,1
2109,1
2110,1
2111,1
2112,1
2113,1
2114,1
2115,1
2116,1
2117,1
2118,0
2119,0
2120,1
2121,1
2122,1
2123,1
2124,1
2125,1
2126,0
2127,1
2128,1
2129,1
2130,0
2131,1
2132,1
2133,0
2134,1
2135,1
2136,1
2137,0
2138,1
2139,0
2140,1
2141,0
2142,1
2143,1
2144,1
2145,1
2146,1
2147,0
2148,0
2149,0
2150,1
2151,1
2152,0
2153,1
2154,1
2155,1
2156,1
2157,0
2158,0
2159,1
2160,1
2161,1
2162,0
2163,0
2164,0
2165,0
2166,1
2167,1
2168,0
2169,1
2170,0
2171,1
2172,0
2173,0
2174,0
2175,0
2176,0
2177,1
2178,1
2179,1
2180,1
2181,1
2182,0
2183,0
2184,1
2185,1
2186,1
2187,1
2188,1
2189,1
2190,1
2191,1
2192,0
2193,1
2194,1
2195,0
2196,1
2197,1
2198,0
2199,0
2200,1
2201,1
2202,0
2203,1
2204,1
2205,0
2206,1
2207,0
2208,1
2209,1
2210,1
2211,1
2212,0
2213,1
2214,1
2215,1
2216,1
2217,0
2218,1
2219,1
2220,1
2221,1
2222,1
2223,0
2224,0
2225,0
2226,0
2227,0
2228,0
2229,1
2230,0
2231,0
2232,1
2233,1
2234,1
2235,1
2236,1
2237,1
2238,1
2239,1
2240,0
2241,1
2242,1
2243,1
2244,1
2245,1
2246,1
2247,1
2248,0
2249,1
2250,0
2251,1
2252,1
2253,1
2254,1
2255,1
2256,1
2257,0
2258,1
2259,0
2260,1
2261,0
2262,1
2263,0
2264,1
2265,1
2266,1
2267,1
2268,0
2269,1
2270,0
2271,1
2272,1
2273,1
2274,1
2275,1
2276,1
2277,1
2278,1
2279,0
2280,0
2281,1
2282,0
2283,0
2284,0
2285,1
2286,0
2287,1
2288,0
2289,1
2290,1
2291,0
2292,1
2293,1
2294,0
2295,1
2296,1
2297,1
2298,0
2299,1
2300,0
2301,1
2302,1
2303,1
2304,1
2305,1
2306,0
2307,1
2308,1
2309,0
2310,1
2311,1
2312,1
2313,0
2314,1
2315,0
2316,1
2317,1
2318,0
2319,1
2320,0
2321,1
2322,1
2323,1
2324,1
2325,1
2326,1
2327,1
2328,1
2329,0
2330,0
2331,1
2332,0
2333,0
2334,1
2335,1
2336,0
2337,1
2338,1
2339,0
2340,1
2341,0
2342,1
2343,0
2344,1
2345,1
2346,0
2347,1
2348,0
2349,1
2350,1
2351,1
2352,1
2353,1
2354,0
2355,1
2356,0
2357,0
2358,1
2359,1
2360,1
2361,0
2362,1
2363,1
2364,0
2365,1
2366,0
2367,1
2368,1
2369,0
2370,1
2371,1
2372,1
2373,0
2374,1
2375,0
2376,1
2377,0
2378,0
2379,1
2380,1
2381,0
2382,1
2383,1
2384,1
2385,1
2386,1
2387,1
2388,1
2389,0
2390,0
2391,1
2392,1
2393,0
2394,0
2395,1
2396,0
2397,0
2398,1
2399,0
2400,1
2401,0
2402,0
2403,1
2404,1
2405,0
2406,0
2407,1
2408,1
2409,1
2410,1
2411,0
2412,1
2413,1
2414,0
2415,0
2416,1
2417,1
2418,1
2419,1
2420,0
2421,0
2422,1
2423,1
2424,1
2425,0
2426,1
2427,1
2428,1
2429,1
2430,1
2431,1
2432,1
2433,0
2434,1
2435,1
2436,0
2437,1
2438,0
2439,0
2440,1
2441,1
2442,1
2443,1
2444,1
2445,0
2446,1
2447,1
2448,1
2449,1
2450,1
2451,0
2452,1
2453,1
2454,1
2455,0
2456,0
2457,1
2458,0
2459,1
2460,1
2461,0
2462,1
2463,1
2464,0
2465,1
2466,1
2467,0
2468,1
2469,0
2470,1
2471,0
2472,0
2473,1
2474,0
2475,1
2476,0
2477,1
2478,1
2479,1
2480,1
2481,1
2482,1
2483,1
2484,1
2485,0
2486,1
2487,0
2488,0
2489,1
2490,1
2491,1
2492,0
2493,0
2494,1
2495,0
2496,0
2497,0
2498,1
2499,1
2500,1
2501,0
2502,1
2503,1
2504,1
2505,0
2506,0
2507,1
2508,0
2509,1
2510,0
2511,0
2512,0
2513,1
2514,1
2515,0
2516,1
2517,1
2518,0
2519,1
2520,1
2521,1
2522,0
2523,1
2524,1
2525,1
2526,1
2527,0
2528,1
2529,0
2530,1
2531,1
2532,1
2533,0
2534,1
2535,0
2536,1
2537,0
2538,0
2539,0
2540,1
2541,1
2542,1
2543,0
2544,1
2545,1
2546,0
2547,1
2548,1
2549,1
2550,0
2551,0
2552,1
2553,1
2554,0
2555,1
2556,1
2557,1
2558,1
2559,0
2560,1
2561,1
2562,1
2563,1
2564,1
2565,1
2566,1
2567,1
2568,1
2569,1
2570,0
2571,0
2572,1
2573,1
2574,0
2575,1
2576,1
2577,1
2578,0
2579,0
2580,1
2581,0
2582,1
2583,0
2584,0
2585,1
2586,0
2587,0
2588,1
2589,1
2590,0
2591,0
2592,1
2593,0
2594,1
2595,1
2596,0
2597,1
2598,0
2599,0
2600,1
2601,1
2602,0
2603,0
2604,0
2605,1
2606,1
2607,1
2608,0
2609,0
2610,1
2611,0
2612,1
2613,1
2614,1
2615,1
2616,1
2617,1
2618,0
2619,0
2620,1
2621,1
2622,1
2623,1
2624,0
2625,1
2626,1
2627,0
2628,0
2629,1
2630,1
2631,1
2632,1
2633,0
2634,0
2635,1
2636,1
2637,1
2638,1
2639,1
2640,1
2641,0
2642,1
2643,1
2644,1
2645,1
2646,1
2647,0
2648,1
2649,0
2650,0
2651,0
2652,0
2653,1
2654,0
2655,0
2656,0
2657,0
2658,1
2659,1
2660,1
2661,1
2662,1
2663,1
2664,0
2665,1
2666,0
2667,1
2668,1
2669,1
2670,0
2671,0
2672,1
2673,1
2674,1
2675,1
2676,1
2677,0
2678,1
2679,0
2680,1
2681,1
2682,1
2683,0
2684,1
2685,0
2686,1
2687,1
2688,1
2689,1
2690,0
2691,1
2692,0
2693,0
2694,0
2695,1
2696,1
2697,1
2698,1
2699,0
2700,0
2701,1
2702,1
2703,1
2704,0
2705,1
2706,1
2707,1
2708,1
2709,1
2710,1
2711,0
2712,0
2713,0
2714,1
2715,0
2716,1
2717,0
2718,0
2719,1
2720,0
2721,0
2722,0
2723,0
2724,1
2725,1
2726,0
2727,0
2728,1
2729,0
2730,1
2731,1
2732,0
2733,1
2734,1
2735,1
2736,1
2737,1
2738,1
2739,1
2740,0
2741,1
2742,1
2743,1
2744,1
2745,1
2746,0
2747,1
2748,1
2749,1
2750,1
2751,1
2752,1
2753,1
2754,1
2755,0
2756,1
2757,1
2758,1
2759,0
2760,1
2761,1
2762,0
2763,1
2764,1
2765,1
2766,1
2767,0
2768,0
2769,1
2770,0
2771,1
2772,1
2773,0
2774,1
2775,0
2776,0
2777,1
2778,0
2779,1
2780,0
2781,0
2782,0
2783,0
2784,0
2785,1
2786,1
2787,1
2788,0
2789,1
2790,1
2791,0
2792,1
2793,0
2794,1
2795,1
2796,1
2797,0
2798,0
2799,1
2800,1
2801,1
2802,1
2803,1
2804,1
2805,1
2806,0
2807,0
2808,1
2809,0
2810,0
2811,1
2812,0
2813,1
2814,1
2815,1
2816,1
2817,1
2818,1
2819,0
2820,1
2821,0
2822,1
2823,0
2824,1
2825,1
2826,1
2827,1
2828,1
2829,1
2830,1
2831,1
2832,1
2833,1
2834,1
2835,1
2836,0
2837,1
2838,1
2839,0
2840,1
2841,1
2842,0
2843,1
2844,1
2845,1
2846,1
2847,0
2848,1
2849,1
2850,1
2851,0
2852,0
2853,0
2854,1
2855,0
2856,1
2857,1
2858,1
2859,1
2860,0
2861,0
2862,0
2863,1
2864,1
2865,1
2866,1
2867,1
2868,1
2869,0
2870,0
2871,1
2872,1
2873,1
2874,1
2875,0
2876,1
2877,1
2878,1
2879,1
2880,1
2881,1
2882,0
2883,1
2884,1
2885,1
2886,0
2887,1
2888,0
2889,0
2890,1
2891,1
2892,1
2893,0
2894,0
2895,0
2896,1
2897,1
2898,1
2899,1
2900,0
2901,1
2902,0
2903,1
2904,1
2905,0
2906,1
2907,1
2908,0
2909,1
2910,1
2911,1
2912,0
2913,1
2914,0
2915,1
2916,1
2917,1
2918,1
2919,0
2920,1
2921,1
2922,1
2923,1
2924,1
2925,0
2926,1
2927,1
2928,1
2929,1
2930,1
2931,1
2932,1
2933,0
2934,0
2935,1
2936,1
2937,1
