,0
813,0
814,1
815,1
816,1
817,1
818,1
819,1
820,0
821,1
822,1
823,1
824,1
825,0
826,1
827,1
828,1
829,1
830,0
831,1
832,1
833,1
834,0
835,0
836,1
837,0
838,1
839,1
840,0
841,0
842,0
843,1
844,1
845,1
846,0
847,0
848,1
849,0
850,1
851,0
852,1
853,0
854,1
855,1
856,0
857,1
858,1
859,1
860,0
861,0
862,0
863,1
864,1
865,1
866,0
867,1
868,1
869,1
870,1
871,0
872,1
873,1
874,1
875,0
876,1
877,1
878,1
879,1
880,1
881,1
882,1
883,1
884,1
885,1
886,1
887,1
888,0
889,1
890,1
891,1
892,1
893,0
894,1
895,1
896,1
897,0
898,0
899,1
900,1
901,1
902,0
903,0
904,0
905,1
906,1
907,0
908,0
909,1
910,1
911,1
912,1
913,0
914,1
915,1
916,1
917,1
918,1
919,1
920,0
921,1
922,1
923,1
924,1
925,1
926,1
927,1
928,1
929,1
930,1
931,1
932,1
933,1
934,1
935,1
936,1
937,1
938,1
939,0
940,0
941,0
942,0
943,0
944,1
945,0
946,0
947,1
948,0
949,1
950,1
951,1
952,1
953,1
954,1
955,0
956,1
957,1
958,0
959,1
960,1
961,1
962,1
963,1
964,0
965,1
966,0
967,0
968,1
969,1
970,1
971,0
972,0
973,0
974,1
975,1
976,0
977,1
978,0
979,0
